,a01,Savings in the past year,Current Savings,Total Savings(Standardized),Saving Frequency(Standardized),Savings diversification,Amount of Land (in 2015),Current Land,Land Acquired,Current Value of Land,Untitled,f_ed,m_ed,combined_ed,Input in economic activity,Input on use of generated income,Autonomy in personal decisions in household
943,4730.0,0,0,-0.236235418,-1.120578168,-0.493815326,215.0,355.0,140.0,755400,1297,8,3.0,11,4756,3.2,2.8,3.5
944,4732.0,0,0,-0.236235418,-1.120578168,-0.493815326,15.0,7.0,-8.0,10600,1300,8,12.0,20,4757,4.0,4.0,4.0
945,4737.0,1,1,-0.198856984,1.056112399,-0.493815326,24.0,24.0,0.0,95000,1301,6,0.0,6,4762,3.0,2.75,3.6
946,4739.0,0,0,-0.236235418,-1.120578168,-0.493815326,89.0,89.0,0.0,276000,1302,7,5.0,12,4764,4.0,4.0,4.0
947,4742.0,1,1,-0.198564133,1.056112399,0.934376058,4.0,67.0,63.0,1420000,1303,6,5.0,11,4768,2.0,2.0,2.8
948,4753.0,1,1,-0.214271594,1.056112399,-0.493815326,27.0,30.0,3.0,760000,1305,12,12.0,24,4778,4.0,4.0,3.5
949,4765.0,1,1,-0.159694821,1.056112399,2.362567443,22.0,35.0,13.0,1290000,1308,8,6.0,14,4789,2.5,2.5,2.428571429
950,4767.0,1,1,-0.208427886,0.693330638,-0.493815326,3.0,45.5,42.5,360000,1309,10,8.0,18,4791,3.25,3.25,3.5
951,4772.0,1,1,-0.214837329,1.056112399,-0.493815326,26.0,25.0,-1.0,588000,1310,10,10.0,20,4799,4.0,4.0,4.0
952,4774.0,1,1,-0.202956897,1.056112399,-0.493815326,0.5,5.0,4.5,1500000,1311,12,13.0,25,4801,4.0,4.0,4.0
953,4777.0,1,1,-0.149318578,1.056112399,2.362567443,2.0,4.0,2.0,400000,1312,12,7.0,19,4804,4.0,4.0,4.0
954,4779.0,1,1,-0.230245284,1.056112399,-0.493815326,17.5,19.5,2.0,400000,1313,12,12.0,24,4806,3.333333333,4.0,3.75
955,4782.1,1,1,-0.189645489,1.056112399,-0.493815326,4.0,2.0,-2.0,160000,1314,5,0.0,5,4809,4.0,4.0,4.0
956,4787.0,0,0,-0.236235418,-1.120578168,-0.493815326,102.0,102.0,0.0,980000,1315,0,0.0,0,4814,3.0,3.0,3.2
957,4789.0,1,1,-0.19853751,0.693330638,-0.493815326,517.0,517.0,0.0,5070000,1316,7,10.0,17,4818,3.8,3.8,4.0
958,4790.1,0,0,-0.236235418,-1.120578168,-0.493815326,37.0,54.0,17.0,370000,1317,8,0.0,8,4819,3.0,3.0,3.4
959,4792.0,1,1,1.833688544,0.693330638,0.934376058,235.5,340.5,105.0,4000000,1319,6,5.0,11,4822,3.333333333,3.666666667,3.6
960,4794.0,1,1,-0.201625757,1.056112399,0.934376058,1.0,100.0,99.0,1060000,1320,4,0.0,4,4824,3.333333333,2.333333333,3.0
961,4795.0,1,1,-0.129744153,0.693330638,-0.493815326,10.0,175.0,165.0,1400000,1321,0,5.0,5,4825,4.0,4.0,4.0
962,4800.0,1,1,-0.22425515,1.056112399,-0.493815326,2.0,167.0,165.0,1070000,1322,5,8.0,13,4830,3.5,3.75,3.6
963,4804.0,1,0,-0.236235418,-1.120578168,-0.493815326,82.0,82.0,0.0,1180000,1323,10,9.0,19,4834,3.666666667,3.666666667,2.666666667
964,4805.0,1,1,-0.096465632,1.056112399,-0.493815326,7.0,7.0,0.0,200000,1324,13,12.0,25,4835,3.666666667,3.666666667,3.0
965,4808.0,1,1,-0.016597184,-1.120578168,-0.493815326,81.0,36.0,-45.0,820000,1325,4,7.0,11,4838,2.5,2.5,2.333333333
966,4820.0,1,0,-0.236235418,-1.120578168,-0.493815326,40.0,125.0,85.0,1800000,1326,5,5.0,10,4850,3.6,3.6,3.0
967,4824.0,1,0,-0.236235418,-1.120578168,-0.493815326,217.5,160.0,-57.5,2340000,1327,10,5.0,15,4853,3.5,3.5,3.0
968,4828.0,1,0,-0.236235418,-1.120578168,-0.493815326,4.0,4.0,0.0,100000,1328,5,0.0,5,4859,4.0,4.0,3.0
969,4833.0,1,0,-0.236235418,-1.120578168,-0.493815326,80.5,80.5,0.0,1410000,1329,4,4.0,8,4864,2.75,2.75,2.5
970,4846.1,1,0,-0.236235418,-1.120578168,-0.493815326,165.0,113.0,-52.0,2180000,1330,12,12.0,24,4875,3.8,3.8,3.166666667
971,4847.0,1,1,0.163106826,0.693330638,-0.493815326,126.0,126.0,0.0,1920000,1331,9,,9,4877,3.6,3.6,3.0
972,4858.0,1,0,-0.236235418,-1.120578168,-0.493815326,7.0,7.0,0.0,150000,1332,12,9.0,21,4887,4.0,4.0,4.0
973,4860.0,1,1,-0.153704687,1.056112399,2.362567443,5.0,70.0,65.0,6600000,1333,5,0.0,5,4889,3.666666667,3.666666667,3.666666667
974,4862.0,1,0,-0.236235418,-1.120578168,-0.493815326,2.0,2.0,0.0,60000,1334,5,5.0,10,4891,4.0,4.0,3.0
975,4863.1,1,1,-0.182989785,0.693330638,-0.493815326,33.0,20.0,-13.0,400000,1335,4,0.0,4,4892,3.5,3.5,3.2
976,4869.0,1,1,-0.202956897,1.056112399,-0.493815326,1.5,1.5,0.0,100000,1337,9,0.0,9,4899,3.75,3.75,3.0
977,4871.0,1,1,-0.205619179,1.056112399,0.934376058,3.0,3.0,0.0,180000,1338,5,2.0,7,4901,3.5,3.5,3.0
978,4891.0,1,0,-0.236235418,-1.120578168,-0.493815326,10.0,10.0,0.0,200000,1339,5,5.0,10,4923,4.0,4.0,3.0
979,4892.0,1,1,-0.208507755,1.056112399,-0.493815326,75.0,10.0,-65.0,25000,1340,5,0.0,5,4924,3.666666667,3.666666667,4.0
980,4899.0,1,1,-0.187582221,-0.757796407,-0.493815326,177.0,177.0,0.0,2860000,1341,10,10.0,20,4931,3.5,3.5,3.333333333
981,4910.0,1,0,-0.236235418,-1.120578168,-0.493815326,251.0,226.0,-25.0,1072500,1343,9,9.0,18,4939,4.0,4.0,4.0
982,4914.0,1,1,2.426046205,0.693330638,-0.493815326,525.5,525.5,0.0,7250000,1344,2,5.0,7,4942,4.0,4.0,4.0
983,4916.0,1,0,-0.236235418,-1.120578168,-0.493815326,30.0,30.0,0.0,600000,1345,5,0.0,5,4943,4.0,4.0,4.0
984,4917.2,0,0,-0.236235418,-1.120578168,-0.493815326,6.0,305.0,299.0,950000,1346,6,5.0,11,4944,4.0,4.0,4.0
985,4921.0,1,0,-0.236235418,-1.120578168,-0.493815326,115.0,115.0,0.0,19400000,1347,12,12.0,24,4948,3.666666667,3.666666667,4.0
986,4922.0,1,1,-0.212940453,1.056112399,-0.493815326,480.0,540.0,60.0,8000000,1348,12,12.0,24,4949,3.8,3.8,3.8
987,4924.0,0,0,-0.236235418,-1.120578168,-0.493815326,300.0,300.0,0.0,3530000,1349,12,13.0,25,4951,3.333333333,3.333333333,3.0
988,4931.0,0,0,-0.236235418,-1.120578168,-0.493815326,21.0,175.0,154.0,866000,1350,8,8.0,16,4959,3.0,3.0,3.0
989,4937.0,0,0,-0.236235418,-1.120578168,-0.493815326,14.0,14.0,0.0,520000,1351,6,10.0,16,4968,4.0,4.0,3.0
990,4948.0,1,1,-0.103121336,-0.757796407,-0.493815326,67.0,98.0,31.0,510000,1352,5,5.0,10,4979,3.333333333,3.333333333,4.0
991,4950.0,1,0,-0.236235418,-1.120578168,-0.493815326,1.0,346.0,345.0,1210000,1353,5,5.0,10,4981,3.0,3.0,3.0
992,4966.0,0,0,-0.236235418,-1.120578168,-0.493815326,8.0,32.0,24.0,130000,1357,9,0.0,9,4999,4.0,4.0,4.0
993,4970.0,1,0,-0.236235418,-1.120578168,-0.493815326,134.0,20.0,-114.0,370000,1358,12,12.0,24,5001,3.8,3.6,3.5
994,4971.0,1,1,-0.233905921,0.693330638,-0.493815326,4.0,76.0,72.0,740000,1360,2,0.0,2,5002,4.0,4.0,3.5
995,4975.0,1,0,-0.236235418,-1.120578168,-0.493815326,688.0,216.0,-472.0,2210000,1361,9,10.0,19,5006,4.0,4.0,4.0
996,4983.0,1,1,-0.212940453,1.056112399,-0.493815326,10.0,100.0,90.0,2450000,1362,0,10.0,10,5013,2.6,2.6,2.5
997,4985.0,1,1,-0.214604379,1.056112399,-0.493815326,24.0,69.0,45.0,680000,1364,7,9.0,16,5015,4.0,4.0,3.5
998,4988.1,0,0,-0.236235418,-1.120578168,-0.493815326,10.0,20.0,10.0,500000,1365,10,5.0,15,5018,4.0,4.0,4.0
999,4993.0,0,0,-0.236235418,-1.120578168,-0.493815326,105.0,105.0,0.0,1550000,1368,12,13.0,25,5025,3.5,3.5,3.0
1000,4997.0,1,0,-0.236235418,-1.120578168,-0.493815326,268.0,276.0,8.0,6560000,1369,6,12.0,18,5029,3.5,4.0,3.333333333
1001,4999.0,1,0,-0.236235418,-1.120578168,-0.493815326,13.0,13.0,0.0,800000,1370,5,0.0,5,5031,4.0,4.0,4.0
1002,5003.0,1,0,-0.236235418,-1.120578168,-0.493815326,542.0,557.0,15.0,5960000,1372,6,8.0,14,5035,3.0,3.0,3.0
1003,5011.0,0,0,-0.236235418,-1.120578168,-0.493815326,210.0,205.0,-5.0,655000,1373,8,0.0,8,5043,4.0,4.0,3.5
1004,5025.0,0,0,-0.236235418,-1.120578168,-0.493815326,6.0,186.0,180.0,330000,1374,8,0.0,8,5053,3.5,3.5,3.0
1005,5029.0,1,0,-0.236235418,-1.120578168,-0.493815326,145.0,235.0,90.0,950000,1375,4,6.0,10,5058,2.0,2.0,1.0
1006,5030.0,1,1,0.029992745,0.693330638,-0.493815326,45.0,45.0,0.0,280000,1376,8,9.0,17,5059,4.0,4.0,4.0
1007,5031.0,1,1,-0.036564296,0.693330638,-0.493815326,406.0,163.3,-242.7,700000,1377,12,12.0,24,5060,4.0,4.0,4.0
1008,5040.0,0,0,-0.236235418,-1.120578168,-0.493815326,232.0,383.0,151.0,1150000,1380,12,8.0,20,5070,4.0,4.0,4.0
1009,5046.0,0,0,-0.236235418,-1.120578168,-0.493815326,45.0,45.0,0.0,400000,1381,5,1.0,6,5076,4.0,4.0,4.0
1010,5047.0,1,1,-0.208281461,1.056112399,-0.493815326,165.0,152.0,-13.0,1657000,1383,5,5.0,10,5077,3.8,3.8,4.0
1011,5048.1,1,1,-0.089809928,1.056112399,2.362567443,88.0,60.0,-28.0,1100000,1384,9,9.0,18,5078,2.0,2.0,1.5
1012,5063.0,1,0,-0.236235418,-1.120578168,-0.493815326,324.0,324.0,0.0,2410000,1385,12,10.0,22,5095,4.0,4.0,2.5
1013,5066.0,1,0,-0.236235418,-1.120578168,-0.493815326,3.0,93.0,90.0,660000,1386,6,0.0,6,5098,4.0,4.0,3.0
1014,5086.1,1,1,-0.225419899,1.056112399,-0.493815326,180.0,191.0,11.0,15790000,1389,10,9.0,19,5115,3.666666667,3.0,3.333333333
1015,5086.21,0,0,-0.236235418,-1.120578168,-0.493815326,30.0,98.0,68.0,1000000,1390,10,9.0,19,5116,3.0,3.0,2.0
1016,5086.22,1,1,-0.230245284,1.056112399,-0.493815326,30.0,68.0,38.0,510000,1391,10,9.0,19,5117,3.0,3.0,2.2
1017,5087.0,1,1,-0.149711265,0.693330638,-0.493815326,6.0,6.0,0.0,180000,1392,0,0.0,0,5118,4.0,4.0,3.5
1018,5097.0,0,0,-0.236235418,-1.120578168,-0.493815326,2.0,2.0,0.0,100000,1394,6,9.0,15,5128,4.0,4.0,4.0
1019,5110.0,1,1,-0.192973341,1.056112399,0.934376058,69.5,77.0,7.5,1170000,1395,9,5.0,14,5141,3.666666667,3.666666667,3.285714286
1020,5111.0,0,0,-0.236235418,-1.120578168,-0.493815326,3.0,3.0,0.0,180000,1396,10,6.0,16,5142,4.0,4.0,3.0
1021,5114.0,0,0,-0.236235418,-1.120578168,-0.493815326,36.0,36.0,0.0,1100000,1398,13,10.0,23,5145,4.0,4.0,3.5
1022,5120.0,0,0,-0.236235418,-1.120578168,-0.493815326,28.0,30.0,2.0,600000,1399,9,10.0,19,5151,4.0,4.0,2.666666667
1023,5121.0,1,1,-0.221592869,0.693330638,-0.493815326,177.0,165.0,-12.0,2420000,1400,12,10.0,22,5152,3.5,3.5,2.8
1024,5126.0,1,1,-0.156366969,1.056112399,-0.493815326,247.0,332.0,85.0,3155000,1401,10,8.0,18,5155,4.0,4.0,3.333333333
1025,5130.0,1,1,0.088363269,1.056112399,0.934376058,3.0,3.0,0.0,700000,1402,5,5.0,10,5159,4.0,4.0,3.5
1026,5135.0,0,0,-0.236235418,-1.120578168,-0.493815326,192.5,225.0,32.5,4400000,1403,10,8.0,18,5163,4.0,4.0,4.0
1027,5141.0,0,0,-0.236235418,-1.120578168,-0.493815326,15.0,15.0,0.0,400000,1404,7,5.0,12,5167,4.0,4.0,2.5
1028,5146.0,1,1,-0.202490998,1.056112399,0.934376058,218.0,93.0,-125.0,510000,1405,0,0.0,0,5172,2.75,2.25,2.166666667
1029,5147.0,1,1,-0.220128614,1.056112399,-0.493815326,153.0,273.0,120.0,1950000,1406,5,5.0,10,5173,2.0,3.0,2.2
1030,5158.1,1,0,-0.236235418,-1.120578168,-0.493815326,109.0,103.0,-6.0,950000,1408,7,8.0,15,5183,3.0,3.333333333,2.0
1031,5159.0,0,0,-0.236235418,-1.120578168,-0.493815326,120.0,60.0,-60.0,600000,1409,6,3.0,9,5185,2.0,2.0,2.6
1032,5167.0,0,0,-0.236235418,-1.120578168,-0.493815326,78.0,78.0,0.0,2800000,1411,10,10.0,20,5193,3.0,2.0,2.5
1033,5176.0,0,0,-0.236235418,-1.120578168,-0.493815326,527.0,437.0,-90.0,3100000,1412,10,10.0,20,5201,2.666666667,3.0,4.0
1034,5178.0,0,0,-0.236235418,-1.120578168,-0.493815326,3.0,3.0,0.0,150000,1415,5,0.0,5,5203,3.0,2.666666667,1.75
1035,5182.0,0,0,-0.236235418,-1.120578168,-0.493815326,9.5,11.0,1.5,220000,1416,8,5.0,13,5207,4.0,3.666666667,3.0
1036,5183.0,1,1,0.014019055,-0.395014646,0.934376058,73.0,172.0,99.0,1260000,1417,10,5.0,15,5208,4.0,4.0,3.0
1037,5190.1,0,0,-0.236235418,-1.120578168,-0.493815326,4.0,4.0,0.0,120000,1418,3,5.0,8,5216,4.0,4.0,2.0
1038,5192.0,0,0,-0.236235418,-1.120578168,-0.493815326,18.0,18.0,0.0,450000,1419,7,5.0,12,5219,4.0,4.0,1.5
1039,5194.0,0,0,-0.236235418,-1.120578168,-0.493815326,13.0,13.0,0.0,400000,1420,5,9.0,14,5221,4.0,4.0,2.5
1040,5196.2,1,1,2.093261002,-0.757796407,0.934376058,90.5,2.0,-88.5,100000,1424,9,8.0,17,5224,4.0,4.0,3.0
1041,5202.0,0,0,-0.236235418,-1.120578168,-0.493815326,4.0,4.0,0.0,250000,1426,5,0.0,5,5231,3.666666667,3.666666667,3.0
1042,5205.0,1,1,0.216352458,0.693330638,2.362567443,9.0,6.5,-2.5,850000,1427,5,10.0,15,5235,3.0,4.0,2.5
1043,5210.0,1,1,0.096549785,-0.757796407,-0.493815326,7.0,7.0,0.0,250000,1428,6,10.0,16,5243,4.0,4.0,3.5
1044,5213.0,1,1,0.242975274,0.693330638,2.362567443,79.0,299.0,220.0,3055000,1429,8,8.0,16,5246,4.0,4.0,3.285714286
1045,5218.0,0,0,-0.236235418,-1.120578168,-0.493815326,12.0,52.0,40.0,1670000,1430,10,7.0,17,5251,4.0,4.0,3.5
1046,5219.0,1,1,-0.07649852,0.693330638,-0.493815326,16.5,18.5,2.0,340000,1431,12,7.0,19,5252,4.0,4.0,3.0
1047,5221.0,1,1,-0.23304068,0.693330638,-0.493815326,184.0,184.0,0.0,1400000,1433,12,5.0,17,5253,3.0,4.0,2.5
1048,5222.1,1,1,-0.136399857,-0.395014646,-0.493815326,365.0,283.0,-82.0,2040000,1434,14,10.0,24,5254,3.5,3.5,2.333333333
1049,5222.2,1,1,-0.169678377,-0.757796407,-0.493815326,365.0,2.0,-363.0,30000,1435,12,14.0,26,5255,3.0,2.0,2.5
1050,5223.0,1,0,-0.236235418,-1.120578168,-0.493815326,219.0,90.0,-129.0,1840000,1436,10,5.0,15,5256,3.0,3.0,2.0
1051,5224.0,1,1,0.762120191,-0.757796407,-0.493815326,191.0,125.0,-66.0,575000,1437,10,13.0,23,5257,2.0,1.5,1.2
1052,5226.2,0,0,-0.236235418,-1.120578168,-0.493815326,7.0,40.0,33.0,592000,1438,8,3.0,11,5260,4.0,4.0,3.25
1053,5236.0,1,1,-0.184919939,1.056112399,2.362567443,9.0,9.0,0.0,200000,1441,12,5.0,17,5271,3.5,3.0,2.666666667
1054,5238.0,0,0,-0.236235418,-1.120578168,-0.493815326,223.0,223.0,0.0,4800000,1442,5,0.0,5,5273,2.666666667,2.333333333,1.6
1055,5239.0,0,0,-0.236235418,-1.120578168,-0.493815326,23.0,89.0,66.0,2670000,1443,7,0.0,7,5274,3.0,3.5,2.2
1056,5247.1,1,0,-0.236235418,-1.120578168,-0.493815326,377.0,254.0,-123.0,17440000,1445,13,13.0,26,5284,3.333333333,3.666666667,2.4
1057,5254.0,0,0,-0.236235418,-1.120578168,-0.493815326,198.0,198.0,0.0,15800002,1446,10,5.0,15,5293,4.0,3.666666667,3.8
1058,5255.1,0,0,-0.236235418,-1.120578168,-0.493815326,7.5,127.5,120.0,1020000,1447,12,4.0,16,5294,4.0,4.0,1.0
1059,5256.0,1,1,-0.212141769,1.056112399,-0.493815326,66.0,129.0,63.0,3230000,1448,5,8.0,13,5296,4.0,3.666666667,3.5
1060,5258.1,0,0,-0.236235418,-1.120578168,-0.493815326,3.0,3.0,0.0,450000,1450,5,8.0,13,5298,4.0,4.0,4.0
1061,5261.0,1,1,0.083571162,1.056112399,0.934376058,14.0,14.0,0.0,1300000,1452,8,5.0,13,5302,4.0,3.666666667,4.0
1062,5265.0,1,1,-0.202956897,1.056112399,-0.493815326,34.0,34.0,0.0,3700000,1454,9,3.0,12,5307,3.333333333,4.0,2.5
1063,5267.0,0,0,-0.236235418,-1.120578168,-0.493815326,5.0,5.0,0.0,200000,1455,6,0.0,6,5311,3.0,2.666666667,4.0
1064,5274.0,1,1,-0.227915788,1.056112399,-0.493815326,10.0,155.0,145.0,2800000,1457,8,8.0,16,5316,4.0,3.8,3.0
1065,5278.0,1,1,-0.221260083,1.056112399,-0.493815326,4.0,4.0,0.0,200000,1458,5,0.0,5,5319,3.5,3.0,3.333333333
1066,5289.0,1,1,0.128743426,1.056112399,2.362567443,3.0,3.0,0.0,300000,1459,10,9.0,19,5330,4.0,4.0,4.0
1067,5291.0,1,1,0.828677231,-0.757796407,0.934376058,37.0,68.0,31.0,2700000,1460,10,10.0,20,5332,3.6,3.6,3.4
1068,5309.0,1,1,-0.22292401,1.056112399,-0.493815326,115.0,164.0,49.0,2370000,1461,7,10.0,17,5349,3.333333333,3.333333333,4.0
1069,5310.0,1,1,-0.228248573,1.056112399,-0.493815326,43.0,43.0,0.0,180000,1462,7,10.0,17,5350,4.0,3.25,4.0
1070,5312.1,0,0,-0.236235418,-1.120578168,-0.493815326,92.0,35.0,-57.0,400000,1463,5,0.0,5,5352,2.666666667,2.666666667,2.5
1071,5314.0,0,0,-0.236235418,-1.120578168,-0.493815326,11.0,61.0,50.0,745000,1464,0,0.0,0,5355,3.5,3.5,4.0
1072,5326.0,1,1,-0.180327504,1.056112399,0.934376058,64.0,37.0,-27.0,780000,1466,12,13.0,25,5366,3.6,3.2,4.0
1073,5327.0,1,1,0.229663866,-0.757796407,-0.493815326,75.0,103.0,28.0,1680000,1467,13,12.0,25,5367,3.25,3.25,3.0
1074,5341.0,1,1,-0.209612601,1.056112399,-0.493815326,2.0,2.0,0.0,100000,1468,8,0.0,8,5379,4.0,4.0,4.0
1075,5342.0,1,1,-0.199629045,1.056112399,0.934376058,9.0,10.0,1.0,1000000,1469,4,0.0,4,5380,4.0,4.0,4.0
1076,5352.0,1,1,-0.229579714,1.056112399,-0.493815326,172.0,172.0,0.0,1600000,1470,8,5.0,13,5390,3.0,3.0,4.0
1077,5353.0,1,1,-0.189645489,1.056112399,-0.493815326,81.0,7.0,-74.0,465000,1471,8,5.0,13,5391,3.5,3.5,3.0
1078,5354.0,1,1,-0.202956897,-0.757796407,-0.493815326,2.0,2.0,0.0,220000,1472,6,10.0,16,5392,4.0,4.0,4.0
1079,5366.0,1,1,0.237983496,1.056112399,0.934376058,37.0,97.0,60.0,1495000,1473,8,8.0,16,5403,3.6,3.2,4.0
1080,5369.1,1,1,-0.073523421,1.056112399,2.362567443,35.0,50.0,15.0,600000,1474,7,5.0,12,5406,3.0,3.0,3.0
1081,5376.0,1,1,0.256286683,1.056112399,2.362567443,53.0,128.0,75.0,2982000,1475,12,14.0,26,5414,3.5,3.5,4.0
1082,5378.0,1,1,-0.136399857,1.056112399,-0.493815326,5.0,5.0,0.0,150000,1476,10,12.0,22,5416,3.0,3.0,4.0
1083,5379.0,1,1,0.029992745,-0.757796407,-0.493815326,318.0,324.0,6.0,11560000,1477,10,13.0,23,5417,3.25,3.25,3.4
1084,5382.0,1,1,0.495892029,-0.757796407,-0.493815326,97.0,75.0,-22.0,2330000,1478,6,5.0,11,5420,3.5,3.0,4.0
1085,5390.0,1,1,-0.173412227,1.056112399,0.934376058,149.0,116.0,-33.0,2050000,1479,7,8.0,15,5428,3.5,3.25,3.0
1086,5409.0,0,0,-0.236235418,-1.120578168,-0.493815326,5.0,15.0,10.0,630000,1480,8,5.0,13,5446,4.0,4.0,4.0
1087,5410.0,1,1,0.096549785,0.693330638,-0.493815326,253.0,243.0,-10.0,7830000,1481,14,14.0,28,5447,3.333333333,3.333333333,3.8
1088,5413.0,0,0,-0.236235418,-1.120578168,-0.493815326,17.0,33.5,16.5,1775000,1482,5,6.0,11,5450,4.0,3.5,4.0
1089,5416.0,0,0,-0.236235418,-1.120578168,-0.493815326,4.0,64.0,60.0,1900000,1483,6,5.0,11,5453,3.0,3.0,4.0
1090,5430.0,1,1,0.475924916,1.056112399,2.362567443,122.0,71.0,-51.0,1030000,1484,10,5.0,15,5466,3.0,3.0,4.0
1091,5435.0,1,1,0.109861193,-0.757796407,0.934376058,141.0,153.0,12.0,3180000,1485,6,5.0,11,5475,4.0,3.5,3.6
1092,5439.0,1,1,-0.196301193,1.056112399,0.934376058,109.0,86.0,-23.0,1380000,1486,10,5.0,15,5480,3.25,3.0,3.2
1093,5440.0,1,1,-0.229579714,1.056112399,0.934376058,93.0,26.0,-67.0,700000,1487,6,9.0,15,5481,3.5,3.25,4.0
1094,5444.0,1,1,0.452629952,0.693330638,0.934376058,108.0,98.0,-10.0,1250000,1488,5,3.0,8,5485,3.333333333,3.333333333,4.0
1095,5447.0,1,1,-0.23124364,1.056112399,-0.493815326,168.0,145.0,-23.0,800000,1489,6,5.0,11,5488,3.25,3.25,4.0
1096,5448.0,0,0,-0.236235418,-1.120578168,-0.493815326,218.0,132.0,-86.0,1170000,1490,9,9.0,18,5489,3.6,3.2,2.833333333
1097,5462.0,1,1,-0.234904277,1.056112399,-0.493815326,36.0,3.0,-33.0,60000,1491,8,9.0,17,5507,4.0,4.0,2.0
1098,5464.0,1,1,-0.229579714,1.056112399,-0.493815326,21.5,38.5,17.0,385000,1492,7,3.0,10,5511,2.833333333,2.666666667,2.5
1099,5473.0,1,1,-0.234478312,1.056112399,-0.493815326,4.5,61.5,57.0,660000,1495,6,8.0,14,5522,2.0,2.25,2.5
1100,5477.0,0,0,-0.236235418,-1.120578168,-0.493815326,2.0,20.0,18.0,280000,1497,3,4.0,7,5527,3.666666667,3.666666667,2.4
1101,5478.0,1,1,-0.189645489,1.056112399,-0.493815326,39.0,39.0,0.0,480000,1498,5,10.0,15,5528,4.0,3.6,2.6
1102,5480.0,1,1,-0.22292401,1.056112399,-0.493815326,70.0,76.0,6.0,325000,1499,8,5.0,13,5530,2.8,2.4,3.6
1103,5491.1,1,1,-0.202956897,1.056112399,-0.493815326,22.0,5.0,-17.0,200000,1500,8,4.0,12,5542,4.0,3.333333333,3.666666667
1104,5498.0,0,0,-0.236235418,-1.120578168,-0.493815326,6.0,9.0,3.0,700000,1501,5,2.0,7,5549,3.5,3.5,2.333333333
1105,5500.0,1,1,-0.228914143,1.056112399,-0.493815326,2.0,16.0,14.0,270000,1502,7,5.0,12,5551,4.0,4.0,4.0
